Date,"Main Page"
2018-12-20,15559163
2018-12-21,14068023
2018-12-22,16388617
2018-12-23,16034921
2018-12-24,18000379
2018-12-25,15757346
2018-12-26,16795736
2018-12-27,16582890
2018-12-28,14906247
2018-12-29,16670166
2018-12-30,16667106
2018-12-31,18298079
2019-01-01,16865930
2019-01-02,16923511
2019-01-03,16666430
2019-01-04,15274054
2019-01-05,16712678
2019-01-06,16488079
2019-01-07,19745929
2019-01-08,17345085
2019-01-09,16378043
2019-01-10,15378628
2019-01-11,14416268
2019-01-12,16435873
2019-01-13,16153417
2019-01-14,19065877
2019-01-15,17537361
2019-01-16,16475819
2019-01-17,16612705
2019-01-18,15610428
2019-01-19,17829732
2019-01-20,16191156
2019-01-21,18446678
2019-01-22,17711520
2019-01-23,17152354
2019-01-24,16799498
2019-01-25,14358261
2019-01-26,16505812
2019-01-27,16460651
2019-01-28,18966510
2019-01-29,17523311
2019-01-30,16670880
2019-01-31,15673610
2019-02-01,14851820
2019-02-02,16647473
2019-02-03,15762790
2019-02-04,18853446
2019-02-05,16661605
2019-02-06,16880002
2019-02-07,15433765
2019-02-08,14542528
2019-02-09,13427529
2019-02-10,14750647
2019-02-11,15923873
2019-02-12,17376513
2019-02-13,16442365
2019-02-14,16176378
2019-02-15,15727684
2019-02-16,17138258
2019-02-17,16700113
2019-02-18,19358001
2019-02-19,18144553
2019-02-20,16948848
2019-02-21,15883358
2019-02-22,14637806
2019-02-23,16929580
2019-02-24,16288034
2019-02-25,19170738
2019-02-26,17740707
2019-02-27,17021508
2019-02-28,16488186
2019-03-01,14615010
2019-03-02,16717206
2019-03-03,17771768
2019-03-04,19282531
2019-03-05,17431186
2019-03-06,17982568
2019-03-07,16367016
2019-03-08,15195914
2019-03-09,17158845
2019-03-10,15860672
2019-03-11,18498505
2019-03-12,17241858
2019-03-13,15586981
2019-03-14,15366750
2019-03-15,14085563
2019-03-16,15681970
2019-03-17,15525384
2019-03-18,18700474
2019-03-19,15914743
2019-03-20,13565794
2019-03-21,13248673
2019-03-22,13297863
2019-03-23,11988523
2019-03-24,12360669
2019-03-25,15746666
2019-03-26,15055315
2019-03-27,14326248
2019-03-28,14096213
2019-03-29,13637083
2019-03-30,15650380
2019-03-31,13848732
2019-04-01,14318301
2019-04-02,12509705
2019-04-03,14000407
2019-04-04,14557179
2019-04-05,14664348
2019-04-06,16877783
2019-04-07,16098788
2019-04-08,19128704
2019-04-09,18743253
2019-04-10,17627877
2019-04-11,16236089
2019-04-12,15025384
2019-04-13,16526725
2019-04-14,17490050
2019-04-15,19815108
2019-04-16,18845485
2019-04-17,17871266
2019-04-18,16829259
2019-04-19,15310527
2019-04-20,17455078
2019-04-21,14723000
2019-04-22,19340491
2019-04-23,18372092
2019-04-24,18245745
2019-04-25,17065983
2019-04-26,15342190
2019-04-27,17149486
2019-04-28,17375979
2019-04-29,18380994
2019-04-30,18732508
2019-05-01,17038802
2019-05-02,16635313
2019-05-03,15335204
2019-05-04,17194458
2019-05-05,17073730
2019-05-06,19661246
2019-05-07,18452424
2019-05-08,17834387
2019-05-09,16976144
2019-05-10,15093297
2019-05-11,18014691
2019-05-12,16503569
2019-05-13,18697124
2019-05-14,17701380
2019-05-15,16349076
2019-05-16,15653245
2019-05-17,15436929
2019-05-18,16509329
2019-05-19,16118744
2019-05-20,18589043
2019-05-21,18025814
2019-05-22,18232876
2019-05-23,16347868
2019-05-24,14097402
2019-05-25,15374302
2019-05-26,15399654
2019-05-27,15200366
2019-05-28,16549630
2019-05-29,15823734
2019-05-30,15800964
2019-05-31,14203983
2019-06-01,15777209
2019-06-02,15486475
2019-06-03,17241016
2019-06-04,12912221
2019-06-05,11809738
2019-06-06,12104174
2019-06-07,12347974
2019-06-08,14838089
2019-06-09,14853242
2019-06-10,17633788
2019-06-11,16797785
2019-06-12,16172442
2019-06-13,15794227
2019-06-14,14216475
2019-06-15,17326406
2019-06-16,16039250
2019-06-17,18479060
2019-06-18,17980943
2019-06-19,17889000
2019-06-20,16994371
2019-06-21,15865995
2019-06-22,17952620
2019-06-23,17045175
2019-06-24,19372556
2019-06-25,18653213
2019-06-26,17419012
2019-06-27,15907989
2019-06-28,14936588
2019-06-29,13948796
2019-06-30,16862758
2019-07-01,18531951
2019-07-02,18664030
2019-07-03,18005828
2019-07-04,17022073
2019-07-05,15835316
2019-07-06,18635226
2019-07-07,17457749
2019-07-08,19229726
2019-07-09,19836784
2019-07-10,18558276
2019-07-11,16721257
2019-07-12,13354945
2019-07-13,16531494
2019-07-14,15919272
2019-07-15,18137495
2019-07-16,17419401
2019-07-17,16933906
2019-07-18,15834717
2019-07-19,13882145
2019-07-20,17199556
2019-07-21,17613839
2019-07-22,18056258
2019-07-23,17677619
2019-07-24,16971555
2019-07-25,16096168
2019-07-26,14631172
2019-07-27,16964161
2019-07-28,15720340
2019-07-29,16268397
2019-07-30,16370159
2019-07-31,16425760
2019-08-01,15440728
2019-08-02,13611848
2019-08-03,16427768
2019-08-04,16089165
2019-08-05,17926595
2019-08-06,17815294
2019-08-07,16073190
2019-08-08,15332502
2019-08-09,14087611
2019-08-10,15379913
2019-08-11,13559628
2019-08-12,11876275
2019-08-13,14860851
2019-08-14,13847223
2019-08-15,13509590
2019-08-16,12311093
2019-08-17,15308896
2019-08-18,15085500
2019-08-19,16983893
2019-08-20,14141875
2019-08-21,16569345
2019-08-22,15244267
2019-08-23,14130237
2019-08-24,16081826
2019-08-25,14531975
2019-08-26,17752382
2019-08-27,16930864
2019-08-28,18424544
2019-08-29,16300747
2019-08-30,13495177
2019-08-31,15730827
2019-09-01,15032226
2019-09-02,17820076
2019-09-03,18786136
2019-09-04,17578307
2019-09-05,16351220
2019-09-06,13532682
2019-09-07,14148466
2019-09-08,15908637
2019-09-09,13122103
2019-09-10,11602792
2019-09-11,15378498
2019-09-12,15522441
2019-09-13,13212241
2019-09-14,15440160
2019-09-15,14861981
2019-09-16,17765233
2019-09-17,17234704
2019-09-18,16494146
2019-09-19,16438624
2019-09-20,14035321
2019-09-21,16044710
2019-09-22,16103198
2019-09-23,18291895
2019-09-24,16921522
2019-09-25,17256025
2019-09-26,15993242
2019-09-27,13705089
2019-09-28,15472162
2019-09-29,15310122
2019-09-30,18051752
2019-10-01,17114283
2019-10-02,16230526
2019-10-03,15326187
2019-10-04,13305976
2019-10-05,15905137
2019-10-06,15431656
2019-10-07,18994330
2019-10-08,16904225
2019-10-09,15157324
2019-10-10,14990064
2019-10-11,14007889
2019-10-12,16350773
2019-10-13,15340471
2019-10-14,18025150
2019-10-15,17544953
2019-10-16,16169140
2019-10-17,15276272
2019-10-18,14175927
2019-10-19,13918555
2019-10-20,15114290
2019-10-21,17294585
2019-10-22,17411845
2019-10-23,16372316
2019-10-24,15265798
2019-10-25,13832186
2019-10-26,15387526
2019-10-27,12813811
2019-10-28,17480323
2019-10-29,12490017
2019-10-30,15750901
2019-10-31,15717607
2019-11-01,14602260
2019-11-02,15580294
2019-11-03,15706069
2019-11-04,17806491
2019-11-05,15749434
2019-11-06,12965132
2019-11-07,14408995
2019-11-08,12761128
2019-11-09,14136804
2019-11-10,13677558
2019-11-11,15750981
2019-11-12,13896940
2019-11-13,13236904
2019-11-14,11896193
2019-11-15,12026680
2019-11-16,10013290
2019-11-17,7450189
2019-11-18,7870622
2019-11-19,7799348
2019-11-20,7709964
2019-11-21,8023683
2019-11-22,7911450
2019-11-23,8894223
2019-11-24,10601001
2019-11-25,11619875
2019-11-26,11863056
2019-11-27,11458376
2019-11-28,11759140
2019-11-29,10735024
2019-11-30,11819153
2019-12-01,11410192
2019-12-02,12074547
2019-12-03,12099031
2019-12-04,11818361
2019-12-05,10980986
2019-12-06,9824215
2019-12-07,10812148
2019-12-08,10803584
2019-12-09,12049922
2019-12-10,10586327
2019-12-11,10202490
2019-12-12,10466100
2019-12-13,9310050
2019-12-14,10191819
2019-12-15,10359234
2019-12-16,11266371
2019-12-17,10878125
2019-12-18,10450089
2019-12-19,9442590
2019-12-20,8989302
2019-12-21,9733239
2019-12-22,9875249
2019-12-23,10731424
2019-12-24,10027374
2019-12-25,9688091
2019-12-26,10004814
2019-12-27,9200548
2019-12-28,10154902
2019-12-29,9859137
2019-12-30,24052761
2019-12-31,11742010
2020-01-01,11673899
2020-01-02,11375892
2020-01-03,10322901
2020-01-04,11542512
2020-01-05,11140614
2020-01-06,12144639
2020-01-07,11974936
2020-01-08,12162130
2020-01-09,11451776
2020-01-10,9805119
2020-01-11,10648391
2020-01-12,10579271
2020-01-13,11156819
2020-01-14,10737945
2020-01-15,10593167
2020-01-16,10589213
2020-01-17,9792114
2020-01-18,11054080
2020-01-19,10505672
2020-01-20,12579690
2020-01-21,11678719
2020-01-22,11519178
2020-01-23,11718282
2020-01-24,9572737
2020-01-25,10578428
2020-01-26,10056676
2020-01-27,10613990
2020-01-28,11231598
2020-01-29,10127915
2020-01-30,10612920
2020-01-31,9813382
2020-02-01,10577327
2020-02-02,10388276
2020-02-03,12144109
2020-02-04,11874757
2020-02-05,11114646
2020-02-06,10704519
2020-02-07,9280298
2020-02-08,9677287
2020-02-09,10107042
2020-02-10,11641961
2020-02-11,10049273
2020-02-12,10626976
2020-02-13,10286445
2020-02-14,9641554
2020-02-15,10406044
2020-02-16,9999663
2020-02-17,11383080
2020-02-18,11147434
2020-02-19,11033471
2020-02-20,10213849
2020-02-21,9089134
2020-02-22,10236159
2020-02-23,10035152
2020-02-24,10838504
2020-02-25,10443958
2020-02-26,9771673
2020-02-27,10088519
2020-02-28,9638236
2020-02-29,11011950
2020-03-01,10913199
2020-03-02,11533823
2020-03-03,10771138
2020-03-04,10418900
2020-03-05,10035605
2020-03-06,9562992
2020-03-07,9785373
2020-03-08,8969733
2020-03-09,11195792
2020-03-10,10689311
2020-03-11,10184831
2020-03-12,10026616
2020-03-13,9970170
2020-03-14,10103415
2020-03-15,9934253
2020-03-16,10588301
2020-03-17,10132066
2020-03-18,10207749
2020-03-19,9604593
2020-03-20,8818681
2020-03-21,8950027
2020-03-22,9087572
2020-03-23,9196837
2020-03-24,9327984
2020-03-25,9375588
2020-03-26,9370825
2020-03-27,8921871
2020-03-28,9206785
2020-03-29,9629805
2020-03-30,10037611
2020-03-31,9522226
2020-04-01,8842830
2020-04-02,9721786
2020-04-03,9862213
2020-04-04,10566321
2020-04-05,10315807
2020-04-06,10586769
2020-04-07,10172193
2020-04-08,11287606
2020-04-09,10584924
2020-04-10,10050414
2020-04-11,11064348
2020-04-12,11941556
2020-04-13,12801988
2020-04-14,13335107
2020-04-15,12114437
2020-04-16,10690035
2020-04-17,9805894
2020-04-18,10118441
2020-04-19,10137220
2020-04-20,12773974
2020-04-21,11077768
2020-04-22,10562111
2020-04-23,11348476
2020-04-24,11178613
2020-04-25,10855017
2020-04-26,10290479
2020-04-27,11631916
2020-04-28,11044230
2020-04-29,9988151
2020-04-30,5715902
2020-05-01,5588515
2020-05-02,5412369
2020-05-03,5585772
2020-05-04,5880313
2020-05-05,5782490
2020-05-06,5960262
2020-05-07,5688498
2020-05-08,5548114
2020-05-09,5508415
2020-05-10,5533368
2020-05-11,5875084
2020-05-12,5782697
2020-05-13,5694764
2020-05-14,5627111
2020-05-15,5522941
2020-05-16,5462598
2020-05-17,5565583
2020-05-18,5881591
2020-05-19,5696592
2020-05-20,5625286
2020-05-21,5459893
2020-05-22,5406800
2020-05-23,5316342
2020-05-24,5235059
2020-05-25,5342837
2020-05-26,5479434
2020-05-27,5529294
2020-05-28,5480059
2020-05-29,5337778
2020-05-30,5286130
2020-05-31,5440104
2020-06-01,5673371
2020-06-02,5579501
2020-06-03,5470941
2020-06-04,5522054
2020-06-05,5453473
2020-06-06,5432659
2020-06-07,5474447
2020-06-08,5708050
2020-06-09,5623040
2020-06-10,5585188
2020-06-11,5460210
2020-06-12,5358612
2020-06-13,5264523
2020-06-14,5336226
2020-06-15,5698016
2020-06-16,5561194
2020-06-17,5377097
2020-06-18,5429383
2020-06-19,5374703
2020-06-20,5239211
2020-06-21,5344784
2020-06-22,5630717
2020-06-23,5556007
2020-06-24,5553291
2020-06-25,5470914
2020-06-26,5338362
2020-06-27,5416067
2020-06-28,5452636
2020-06-29,5773604
2020-06-30,5568595
2020-07-01,5576806
2020-07-02,5503586
2020-07-03,5271984
2020-07-04,5229803
2020-07-05,5314218
2020-07-06,5937974
2020-07-07,5836502
2020-07-08,5690136
2020-07-09,5569858
2020-07-10,5465090
2020-07-11,5581476
2020-07-12,5513813
2020-07-13,5905621
2020-07-14,5708922
2020-07-15,5661857
2020-07-16,5480274
2020-07-17,5342019
2020-07-18,5393205
2020-07-19,5485824
2020-07-20,5820820
2020-07-21,5635352
2020-07-22,5513493
2020-07-23,5494651
2020-07-24,5376995
2020-07-25,5427916
2020-07-26,5526559
2020-07-27,5825144
2020-07-28,5863603
2020-07-29,5514278
2020-07-30,5349428
2020-07-31,5245423
2020-08-01,5199665
2020-08-02,5349890
2020-08-03,5547707
2020-08-04,5736873
2020-08-05,5773429
2020-08-06,5408158
2020-08-07,5194697
2020-08-08,5087217
2020-08-09,5370791
2020-08-10,5683641
2020-08-11,5555515
2020-08-12,5456500
2020-08-13,5418178
2020-08-14,5232915
2020-08-15,5332293
2020-08-16,5418223
2020-08-17,5696627
2020-08-18,5580519
2020-08-19,5498651
2020-08-20,5410485
2020-08-21,5450060
2020-08-22,5478338
2020-08-23,5488993
2020-08-24,5763891
2020-08-25,5559854
2020-08-26,5533040
2020-08-27,6177123
2020-08-28,6448294
2020-08-29,5626532
2020-08-30,5024354
2020-08-31,5538772
2020-09-01,5446275
2020-09-02,5457001
2020-09-03,5343724
2020-09-04,5129483
2020-09-05,5097823
2020-09-06,5116300
2020-09-07,5492093
2020-09-08,5475554
2020-09-09,5424077
2020-09-10,5354919
2020-09-11,5191289
2020-09-12,5112021
2020-09-13,5286462
2020-09-14,5573749
2020-09-15,5487419
2020-09-16,5458654
2020-09-17,5423402
2020-09-18,5406760
2020-09-19,5524104
2020-09-20,5596008
2020-09-21,6131613
2020-09-22,5892334
2020-09-23,5866481
2020-09-24,5707766
2020-09-25,5510519
2020-09-26,5467323
2020-09-27,5556624
2020-09-28,5953350
2020-09-29,5846552
2020-09-30,5724844
2020-10-01,5735207
2020-10-02,5557949
2020-10-03,5524383
2020-10-04,5749870
2020-10-05,6097298
2020-10-06,6164835
2020-10-07,6022032
2020-10-08,5723181
2020-10-09,5628654
2020-10-10,5558560
2020-10-11,5791965
2020-10-12,6030795
2020-10-13,5923084
2020-10-14,5853154
2020-10-15,5677311
2020-10-16,5623087
2020-10-17,5548193
2020-10-18,5827651
2020-10-19,6111216
2020-10-20,5958492
2020-10-21,5898300
2020-10-22,5772197
2020-10-23,5595353
2020-10-24,5584065
2020-10-25,5533569
2020-10-26,6012828
2020-10-27,5907370
2020-10-28,5813846
2020-10-29,5751805
2020-10-30,5656054
2020-10-31,5653107
2020-11-01,5806229
2020-11-02,6350702
2020-11-03,6490612
2020-11-04,12150855
2020-11-05,9483148
2020-11-06,8290244
2020-11-07,7340538
2020-11-08,6474230
2020-11-09,6546545
2020-11-10,6436457
2020-11-11,6295706
2020-11-12,6302050
2020-11-13,5999049
2020-11-14,5921197
2020-11-15,6161282
2020-11-16,6350993
2020-11-17,6195788
2020-11-18,6186117
2020-11-19,6030837
2020-11-20,5859064
2020-11-21,5931181
2020-11-22,6107632
2020-11-23,6294490
2020-11-24,6092019
2020-11-25,6021290
2020-11-26,5859031
2020-11-27,5885971
2020-11-28,5994054
2020-11-29,6087954
2020-11-30,6406846
2020-12-01,6412254
2020-12-02,6358430
2020-12-03,6081100
2020-12-04,5943356
2020-12-05,5960552
2020-12-06,6196851
2020-12-07,6513585
2020-12-08,6238683
2020-12-09,6092758
2020-12-10,6021193
2020-12-11,5940845
2020-12-12,5926141
2020-12-13,6074571
2020-12-14,6482706
2020-12-15,6180143
2020-12-16,6040023
2020-12-17,5809933
2020-12-18,5636637
2020-12-19,5632236
2020-12-20,5746809
2020-12-21,5957507
2020-12-22,5768551
2020-12-23,5611676
2020-12-24,5338869
2020-12-25,5164591
2020-12-26,5889253
2020-12-27,6013649
2020-12-28,6165459
2020-12-29,6022145
2020-12-30,6018065
2020-12-31,5730550
2021-01-01,5854920
2021-01-02,6254815
2021-01-03,6292314
2021-01-04,6560737
2021-01-05,6348048
2021-01-06,6370412
2021-01-07,6255154
2021-01-08,6106072
2021-01-09,6132417
2021-01-10,6166704
2021-01-11,6586853
2021-01-12,6439535
2021-01-13,6378619
2021-01-14,6291419
2021-01-15,6380322
2021-01-16,6194270
2021-01-17,6139045
2021-01-18,6505394
2021-01-19,6486921
2021-01-20,6530361
2021-01-21,6362996
2021-01-22,6188550
2021-01-23,6289361
2021-01-24,6451942
2021-01-25,6643041
2021-01-26,6503465
2021-01-27,6517536
2021-01-28,6344095
2021-01-29,6253995
2021-01-30,6246691
2021-01-31,6394746
2021-02-01,6783551
2021-02-02,6562159
2021-02-03,6394857
2021-02-04,6344919
2021-02-05,6157195
2021-02-06,6346220
2021-02-07,6413561
2021-02-08,6800649
2021-02-09,6480168
2021-02-10,6204213
2021-02-11,6276548
2021-02-12,6105723
2021-02-13,6333182
2021-02-14,6268030
2021-02-15,6628895
2021-02-16,6457631
2021-02-17,6419100
2021-02-18,6558721
2021-02-19,6185229
2021-02-20,6265390
2021-02-21,6334686
2021-02-22,6767386
2021-02-23,6700070
2021-02-24,6710809
2021-02-25,6439136
2021-02-26,6270357
2021-02-27,6294324
2021-02-28,6387847
2021-03-01,6823493
2021-03-02,6610787
2021-03-03,6498597
2021-03-04,6406122
2021-03-05,6251556
2021-03-06,6188784
2021-03-07,6277620
2021-03-08,6556599
2021-03-09,6329694
2021-03-10,6349364
2021-03-11,6133775
2021-03-12,6058508
2021-03-13,6119143
2021-03-14,6249538
2021-03-15,6562354
2021-03-16,6387620
2021-03-17,6287639
2021-03-18,6215893
2021-03-19,6044042
2021-03-20,5890670
2021-03-21,5921600
2021-03-22,6262846
2021-03-23,6208840
2021-03-24,6213666
2021-03-25,6393712
2021-03-26,6133457
2021-03-27,5930752
2021-03-28,6624282
2021-03-29,6211622
2021-03-30,6101417
2021-03-31,6124920
2021-04-01,5903022
2021-04-02,5744495
2021-04-03,5898617
2021-04-04,6019047
2021-04-05,6449291
2021-04-06,6277326
2021-04-07,6215650
2021-04-08,6060005
2021-04-09,6047913
2021-04-10,6047111
2021-04-11,6114519
2021-04-12,6445745
2021-04-13,6152779
2021-04-14,6077237
2021-04-15,6117514
2021-04-16,5901408
2021-04-17,5848553
2021-04-18,6035462
2021-04-19,6509859
2021-04-20,6278412
2021-04-21,6202102
2021-04-22,6131391
2021-04-23,5858318
2021-04-24,5795235
2021-04-25,6053394
2021-04-26,6502405
2021-04-27,6274306
2021-04-28,6207091
2021-04-29,6147354
2021-04-30,5894006
2021-05-01,5832050
2021-05-02,5911254
2021-05-03,6425539
2021-05-04,6101243
2021-05-05,6182742
2021-05-06,6026503
2021-05-07,5905806
2021-05-08,5866743
2021-05-09,6004550
2021-05-10,6294163
2021-05-11,6245135
2021-05-12,6217901
2021-05-13,6005736
2021-05-14,5842715
2021-05-15,5936545
2021-05-16,6072801
2021-05-17,6543487
2021-05-18,6495921
2021-05-19,6382721
2021-05-20,6194209
2021-05-21,5932563
2021-05-22,6027363
2021-05-23,6113146
2021-05-24,6475024
2021-05-25,6428109
2021-05-26,6392846
2021-05-27,5972659
2021-05-28,5760814
2021-05-29,5697598
2021-05-30,5793052
2021-05-31,6134197
2021-06-01,6226771
2021-06-02,6323750
2021-06-03,6126062
2021-06-04,5848507
2021-06-05,5324667
2021-06-06,5664715
2021-06-07,6179939
2021-06-08,5964141
2021-06-09,5912216
2021-06-10,5862139
2021-06-11,5873858
2021-06-12,6119128
2021-06-13,6565561
2021-06-14,6372724
2021-06-15,6107617
2021-06-16,6022652
2021-06-17,5964767
2021-06-18,6209165
2021-06-19,5970548
2021-06-20,5921012
2021-06-21,6274575
2021-06-22,6404108
2021-06-23,6226084
2021-06-24,5697031
2021-06-25,5421378
2021-06-26,5636473
2021-06-27,5878167
2021-06-28,6367667
2021-06-29,7067781
2021-06-30,6072934
2021-07-01,5754598
2021-07-02,5808989
2021-07-03,6706348
2021-07-04,5795486
2021-07-05,5937652
2021-07-06,6325405
2021-07-07,7421026
2021-07-08,6221301
2021-07-09,5681557
2021-07-10,5857158
2021-07-11,7553692
2021-07-12,6381956
2021-07-13,5936107
2021-07-14,5838359
2021-07-15,5561639
2021-07-16,5420815
2021-07-17,5347547
2021-07-18,5399561
2021-07-19,5773282
2021-07-20,5673918
2021-07-21,5375547
2021-07-22,5528290
2021-07-23,5445931
2021-07-24,5584495
2021-07-25,5539454
2021-07-26,5900127
2021-07-27,5716663
2021-07-28,5693843
2021-07-29,5424190
2021-07-30,5440716
2021-07-31,5451248
2021-08-01,5615397
2021-08-02,5972384
2021-08-03,5796993
2021-08-04,5751064
2021-08-05,5705006
2021-08-06,5454718
2021-08-07,5614037
2021-08-08,5760117
2021-08-09,5989464
2021-08-10,5755549
2021-08-11,5860184
2021-08-12,5803320
2021-08-13,5635967
2021-08-14,5803175
2021-08-15,5853371
2021-08-16,6145974
2021-08-17,5842846
2021-08-18,5651346
2021-08-19,5722588
2021-08-20,5682365
2021-08-21,5687462
2021-08-22,5921491
2021-08-23,6183142
2021-08-24,6008185
2021-08-25,5950735
2021-08-26,5929550
2021-08-27,5728354
2021-08-28,5775503
2021-08-29,6005802
2021-08-30,6236329
2021-08-31,6196317
2021-09-01,6025547
2021-09-02,5818825
2021-09-03,5577826
2021-09-04,5651425
2021-09-05,5845411
2021-09-06,6163546
